"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
766;"Asus";"Notebook";17.3;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Nvidia";"Windows";3;25060
767;"Dell";"Gaming";15.6;3840;2160;1;"Intel";" Core i7 6700HQ ";2.6;16;"Hybrid";128;1024;"Nvidia";"Windows";3;58555
768;"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;85195
769;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Intel";"Linux";2;15877
770;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"";0;0;"AMD";"Windows";2;62938
771;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";256;0;"AMD";"Windows";2;95851
772;"Toshiba";"Notebook";14.0;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"SSD";128;0;"Intel";"Windows";2;54346
773;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3;58555
775;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i7 7500U ";2.7;12;"HDD";2048;0;"Nvidia";"Windows";2;44702
776;"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";" Core i7 6820HQ ";2.7;16;"SSD";512;0;"Nvidia";"Windows";2;126274
777;"Acer";"Notebook";14.0;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Intel";"Windows";2;33886
778;"Razer";"Gaming";14.0;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";512;0;"Nvidia";"Windows";2;154459
779;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Pentium Dual Core N4200 ";1.1;8;"SSD";128;0;"Intel";"Windows";2;31004
780;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4;191211
781;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;16;"Hybrid";256;1024;"Nvidia";"Windows";4;125208
782;"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6600U ";2.6;16;"SSD";512;0;"Nvidia";"Windows";1;93986
783;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Celeron Quad Core N3710 ";1.6;8;"HDD";1024;0;"Intel";"N/A";2;17529
784;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";2;122491
785;"MSI";"Gaming";14.0;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2;100752
786;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;58022
787;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;4;"HDD";1024;0;"Nvidia";"Windows";2;53227
788;"Acer";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;122491
789;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";3;52481
790;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;71342
791;"Vero";"Notebook";14.0;1920;1080;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";1;10811
792;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;104962
793;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"AMD";"Windows";2;51096
794;"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";" Core M ";1.2;8;"Flash Storage";512;0;"Intel";"MacOS";1;62071
795;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;124142
796;"Asus";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;15931
797;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";128;0;"Intel";"Windows";2;43157
798;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;71875
799;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;8;"SSD";256;0;"AMD";"Windows";2;39374
800;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";3;110018
801;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;58555
802;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;79867
803;"Dell";"Notebook";15.6;3840;2160;1;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;93187
804;"Dell";"Netbook";11.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"SSD";128;0;"Intel";"Windows";2;39640
805;"HP";"Netbook";12.5;1366;768;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";1;74006
806;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;41558
807;"HP";"Notebook";15.6;1366;768;0;"AMD";" A12-Series 9700P ";2.5;8;"HDD";2048;0;"AMD";"Windows";2;33513
808;"Dell";"Gaming";15.6;3840;2160;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";512;0;"Nvidia";"Windows";3;89457
809;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Nvidia";"Windows";2;32448
810;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;12;"HDD";1024;0;"AMD";"Windows";4;93187
811;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";3;128671
812;"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;79867
813;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"Windows";2;51202
814;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"AMD";"Windows";2;42081
815;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;99048
816;"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";" Core i7 7500U ";2.5;16;"SSD";512;0;"Intel";"Windows";1;95851
817;"HP";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";16;0;"Intel";"Other";1;20513
818;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4;133467
819;"Dell";"Notebook";14.0;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;40226
820;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;26102
821;"Toshiba";"Ultrabook";14.0;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";128;0;"Intel";"Windows";1;58075
822;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;133147
823;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;63883
824;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"Flash Storage";256;0;"Intel";"Windows";1;99900
825;"Toshiba";"Notebook";14.0;1366;768;0;"Intel";" Pentium Dual Core 4405U ";2.1;4;"SSD";128;0;"Intel";"Windows";2;26587
826;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;72354
827;"Dell";"Notebook";14.0;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;31169
828;"Acer";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";32;0;"Intel";"Other";1;18914
829;"Acer";"Notebook";14.0;1920;1080;0;"Intel";" Core i3 7100U ";2.4;8;"SSD";128;0;"Intel";"Windows";2;32980
830;"Razer";"Gaming";17.3;3840;2160;1;"Intel";" Core i7 7820HK ";2.9;32;"SSD";512;0;"Nvidia";"Windows";3;292987
831;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 6600U ";2.6;16;"SSD";512;0;"Intel";"Windows";1;111835
832;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Nvidia";"Linux";2;27652
833;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;63190
834;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";1;87912
835;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;147832
836;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;128884
837;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";" Core i3 7100U ";2.4;4;"HDD";500;0;"Intel";"Windows";2;35644
838;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Celeron Quad Core N3160 ";1.6;4;"Flash Storage";16;0;"Intel";"Other";2;17316
839;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";128;0;"Intel";"Windows";2;31435
840;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6700HQ ";2.6;16;"Hybrid";512;1024;"Nvidia";"Windows";3;95851
841;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4;163724
842;"HP";"Notebook";17.3;1600;900;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Nvidia";"Windows";3;48485
843;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";128;0;"Intel";"Windows";2;38041
844;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";512;0;"Intel";"Windows";2;99634
845;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;4;"SSD";256;0;"AMD";"Windows";2;39374
846;"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Other";1;32767
847;"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";512;0;"Nvidia";"Windows";1;54665
848;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;121319
849;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";512;0;"Intel";"Windows";2;78215
850;"HP";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"SSD";128;0;"Intel";"N/A";2;15931
851;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2;101179
852;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"AMD";"Linux";3;46087
853;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;101392
854;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;41931
855;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";128;0;"Intel";"Windows";2;50350
856;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Intel";"Windows";2;23923
857;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Intel";"Windows";1;136344
858;"Dell";"Notebook";13.3;1920;1080;1;"Intel";" Core i5 6200U ";2.3;8;"HDD";1024;0;"Intel";"Windows";2;34579
859;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"N/A";2;24988
860;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;45323
861;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"AMD";"Windows";2;71875
862;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";128;0;"Intel";"Windows";1;68465
863;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2;54186
864;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";" Core i7 7660U ";2.5;16;"SSD";512;0;"Intel";"Windows";1;119347
865;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;48485
866;"Toshiba";"Ultrabook";13.3;1366;768;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";1;58342
867;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;103896
868;"Acer";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;48059
869;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2;94732
870;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;56210
871;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"N/A";2;25521
872;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";2;73953
873;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";180;0;"Intel";"Windows";1;39161
874;"Samsung";"Ultrabook";15.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";256;0;"Nvidia";"Windows";1;98515
875;"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Intel";"Windows";2;90043
876;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Intel";"Linux";2;21258
877;"Xiaomi";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Nvidia";"Windows";1;49817
878;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"Hybrid";128;1024;"Nvidia";"Windows";2;48618
879;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Windows";2;44702
880;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Windows";1;90576
881;"HP";"2 in 1 Convertible";15.6;1366;768;1;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;36486
882;"Asus";"Notebook";14.1;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";32;0;"Intel";"Windows";2;18541
883;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2;35644
884;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N3710 ";1.6;4;"HDD";500;0;"Intel";"Windows";2;19660
885;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Windows";1;95851
886;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Linux";2;24280
887;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;12;"Hybrid";128;1024;"Nvidia";"Windows";2;72988
888;"Acer";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";32;0;"Intel";"Other";1;15824
889;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";" A4-Series 7210 ";2.2;4;"HDD";500;0;"AMD";"Windows";3;20193
890;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";128;0;"Intel";"Windows";2;67399
891;"HP";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";256;0;"Intel";"Windows";1;74539
892;"Samsung";"Ultrabook";15.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;90523
893;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;95851
894;"MSI";"Gaming";17.3;3840;2160;0;"Intel";" Core i7 6700HQ ";2.6;16;"Hybrid";512;2048;"Nvidia";"Windows";2;141139
895;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;78588
896;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Linux";3;49497
897;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"Windows";2;47952
898;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Windows";2;32714
899;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"HDD";500;0;"Intel";"Windows";2;49817
900;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";" Core i7 7Y75 ";1.3;8;"SSD";512;0;"Intel";"Windows";1;107258
901;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 6820HK ";2.7;32;"SSD";256;256;"Nvidia";"Windows";4;68145
902;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 7Y75 ";1.3;16;"SSD";256;0;"Intel";"Windows";1;87859
903;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"Flash Storage";256;0;"Intel";"Windows";1;109171
904;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";512;0;"Intel";"Windows";2;104588
905;"LG";"Ultrabook";15.6;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;111835
906;"HP";"Netbook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;79014
907;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Celeron Dual Core 3205U ";1.5;4;"Flash Storage";16;0;"Intel";"Other";2;19128
908;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6300HQ ";2.3;8;"Hybrid";128;1024;"Nvidia";"Windows";3;42038
909;"LG";"Ultrabook";14.0;1920;1080;1;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;101179
910;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7440HQ ";2.8;8;"SSD";256;0;"Intel";"Windows";2;64202
911;"HP";"Ultrabook";12.5;3840;2160;1;"Intel";" Core M 6Y75 ";1.2;8;"SSD";240;0;"Intel";"Windows";1;165168
912;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;6;"SSD";256;0;"Nvidia";"Windows";2;42038
913;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;54292
914;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"HDD";1024;0;"Intel";"Windows";2;26587
915;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";128;0;"Intel";"Windows";1;46940
916;"HP";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;51149
917;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;85195
918;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";3;71875
919;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;59669
920;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"AMD";"Windows";2;36496
921;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"AMD";"Windows";2;69104
924;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";512;0;"Intel";"Windows";1;97236
925;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;38889
926;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;87912
927;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;62071
928;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";1024;0;"Intel";"Windows";2;37725
929;"HP";"Notebook";14.0;1366;768;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";2;61219
930;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";1024;0;"Intel";"Windows";2;16464
931;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";500;0;"Intel";"Windows";1;84129
932;"HP";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"HDD";1024;0;"Intel";"N/A";2;15393
933;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";" Core i7 6560U ";2.2;16;"SSD";1024;0;"Intel";"Windows";1;95851
934;"Toshiba";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 6200U ";2.3;4;"SSD";128;0;"Intel";"Windows";1;58874
935;"HP";"Netbook";12.5;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";1;88924
936;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Intel";"Windows";2;29762
937;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;63883
939;"Dell";"Gaming";17.3;2560;1440;0;"Intel";" Core i7 6820HK ";2.7;16;"Hybrid";512;1024;"Nvidia";"Windows";4;146946
940;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i5 6300HQ ";2.3;8;"Hybrid";128;1024;"Nvidia";"Windows";3;74539
941;"Asus";"Notebook";17.3;1600;900;0;"Intel";" Pentium Quad Core N3710 ";1.6;4;"HDD";1024;0;"Nvidia";"Windows";3;28238
942;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;32980
943;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;59620
944;"Lenovo";"2 in 1 Convertible";11.3;1920;1080;1;"Intel";" Core M m7-6Y75 ";1.2;8;"SSD";256;0;"Intel";"Windows";1;69211
945;"Lenovo";"Gaming";15.6;1920;1080;0;"AMD";" FX 8800P ";2.1;16;"Hybrid";512;1024;"AMD";"Windows";2;53227
946;"Dell";"Ultrabook";12.5;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;78439
947;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2;36497
948;"Dell";"Notebook";17.3;1600;900;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Windows";2;35112
949;"Acer";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";32;0;"Intel";"Other";2;18595
950;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6820HQ ";2.7;8;"SSD";8;0;"Nvidia";"Windows";2;119827
951;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Intel";"Windows";1;94572
952;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";1;77789
953;"Asus";"2 in 1 Convertible";12.5;1920;1080;0;"Intel";" Core M M7-6Y75 ";1.2;8;"Flash Storage";64;0;"Intel";"Other";1;61752
954;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6600U ";2.6;8;"SSD";256;0;"Intel";"Windows";2;79333
